archivo,posicion_leaderboard,puntaje,arquetipo,cartas,ids_distintos,energias_basicas,ace_spec,pokemon_mas_repetido,avisos
mazo_024.csv,24,1085.0,Mega Lopunny,60,23,0,1,Dunsparce,
mazo_025.csv,25,1079.8,Crustle Wall,60,18,1,1,Mega Kangaskhan ex,
mazo_026.csv,26,1078.9,Dragapult,60,23,10,1,Dreepy,
mazo_027.csv,27,1076.9,Crustle Wall,60,24,1,1,Dwebble,
mazo_028.csv,28,1076.3,Dragapult,60,21,10,1,Dreepy,
mazo_029.csv,29,1073.8,Mega Kangaskhan,60,23,4,1,Slowpoke,
mazo_030.csv,30,1070.5,Marnie Grimmsnarl,60,18,10,1,Munkidori,
mazo_031.csv,31,1070.0,Cynthia Garchomp,60,20,5,1,Cynthia's Roselia,
mazo_032.csv,32,1069.3,Festival Lead,60,23,5,1,Grookey,
mazo_033.csv,33,1066.7,Marnie Grimmsnarl,60,18,10,1,Munkidori,
mazo_034.csv,34,1065.1,Cynthia Garchomp,60,20,5,1,Cynthia's Roselia,
mazo_035.csv,35,1064.9,Ogerpon Verde,60,18,18,1,Teal Mask Ogerpon ex,
mazo_036.csv,36,1064.8,Festival Lead,60,22,13,1,Teal Mask Ogerpon ex,
mazo_037.csv,37,1062.1,Dragapult,60,22,10,1,Dreepy,
mazo_038.csv,38,1060.5,Alakazam,60,22,2,1,Abra,
mazo_039.csv,39,1055.0,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_040.csv,40,1054.4,Ogerpon Verde,60,18,18,1,Teal Mask Ogerpon ex,
mazo_041.csv,41,1051.7,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_042.csv,42,1049.3,Alakazam,60,22,2,1,Abra,
mazo_043.csv,43,1049.0,Cynthia Garchomp,60,20,4,1,Cynthia's Roselia,
mazo_044.csv,44,1048.2,Festival Lead,60,19,7,1,Grookey,
mazo_045.csv,45,1048.1,Alakazam,60,22,2,1,Abra,
mazo_046.csv,46,1048.1,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_047.csv,47,1040.9,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_048.csv,48,1040.5,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_049.csv,49,1038.4,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_050.csv,50,1038.1,Mega Lopunny / Mega Froslass,60,21,3,1,Dunsparce,
mazo_051.csv,51,1038.0,Cynthia Garchomp,60,20,5,1,Cynthia's Roselia,
mazo_052.csv,52,1037.6,Mega Kangaskhan,60,23,11,1,Teal Mask Ogerpon ex,
mazo_053.csv,53,1036.9,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_054.csv,54,1036.1,Ogerpon Verde,60,18,17,1,Teal Mask Ogerpon ex,
mazo_055.csv,55,1035.3,Team Rocket Mewtwo,60,21,8,1,Team Rocket's Tarountula,
mazo_056.csv,56,1030.7,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_057.csv,57,1029.9,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_058.csv,58,1028.9,Dragapult,60,22,10,1,Dreepy,
mazo_059.csv,59,1028.8,Marnie Grimmsnarl,60,18,12,1,Munkidori,
mazo_060.csv,60,1028.7,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_061.csv,61,1025.0,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_062.csv,62,1024.9,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_063.csv,63,1024.6,Ogerpon Verde,60,22,14,1,Teal Mask Ogerpon ex,
mazo_064.csv,64,1024.2,Ogerpon Verde,60,18,18,1,Teal Mask Ogerpon ex,
mazo_065.csv,65,1022.8,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_066.csv,66,1021.6,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_067.csv,67,1021.1,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_068.csv,68,1018.8,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_069.csv,69,1018.2,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_070.csv,70,1018.1,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_071.csv,71,1017.9,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_072.csv,72,1016.9,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_073.csv,73,1016.2,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_074.csv,74,1014.8,Crustle Wall,60,18,1,1,Dwebble,
mazo_075.csv,75,1014.4,Ogerpon Verde,60,18,17,1,Teal Mask Ogerpon ex,
mazo_076.csv,76,1014.3,Cynthia Garchomp,60,20,5,1,Cynthia's Roselia,
mazo_077.csv,77,1013.7,Crustle Wall,60,18,1,1,Dwebble,
mazo_078.csv,78,1011.7,Alakazam,60,22,2,1,Abra,
mazo_079.csv,79,1011.3,Marnie Grimmsnarl,60,18,10,1,Munkidori,
mazo_080.csv,80,1010.8,Crustle Wall,60,22,0,1,Dwebble,
mazo_081.csv,81,1010.5,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_082.csv,82,1009.8,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_083.csv,83,1008.9,Alakazam,60,22,2,1,Abra,
mazo_084.csv,84,1008.9,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_085.csv,85,1007.5,Crustle Wall,60,22,0,1,Dwebble,
mazo_086.csv,86,1007.3,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_087.csv,87,1007.0,Mega Lopunny / Mega Froslass,60,21,3,1,Dunsparce,
mazo_088.csv,88,1006.3,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_089.csv,89,1005.2,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_090.csv,90,1005.0,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_091.csv,91,1004.9,Festival Lead,60,19,7,1,Grookey,
mazo_092.csv,92,1004.6,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_093.csv,93,1004.4,Cynthia Garchomp,60,20,5,1,Cynthia's Roselia,
mazo_094.csv,94,1003.6,Alakazam,60,22,2,1,Abra,
mazo_095.csv,95,1002.7,Crustle Wall,60,20,8,1,Munkidori,
mazo_096.csv,96,1002.3,Mega Starmie,60,23,8,1,Snorunt,
mazo_097.csv,97,1001.6,Cynthia Garchomp,60,20,5,1,Cynthia's Roselia,
mazo_098.csv,98,1001.3,Crustle Wall,60,18,1,1,Dwebble,
mazo_099.csv,99,1000.5,Alakazam,60,22,3,1,Abra,
mazo_100.csv,100,999.4,Mega Lopunny,60,18,0,1,Dudunsparce,
mazo_101.csv,101,997.3,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_102.csv,102,997.0,Crustle Wall,60,24,2,1,Dwebble,
mazo_103.csv,103,996.9,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_104.csv,104,996.6,Alakazam,60,21,2,1,Dunsparce,
mazo_105.csv,105,996.5,Crustle Wall,60,20,1,1,Dwebble,
mazo_106.csv,106,995.5,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_107.csv,107,994.2,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_108.csv,108,994.0,Alakazam,60,23,2,1,Abra,
mazo_109.csv,109,993.7,Mega Lucario,60,16,11,1,Riolu,
mazo_110.csv,110,992.5,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_111.csv,111,992.5,Cynthia Garchomp,60,20,5,1,Cynthia's Roselia,
mazo_112.csv,112,992.0,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_113.csv,113,991.7,Alakazam,60,22,2,1,Abra,
mazo_114.csv,114,991.2,Marnie Grimmsnarl,60,18,10,1,Munkidori,
mazo_115.csv,115,991.0,Cynthia Garchomp,60,23,4,1,Cynthia's Roselia,
mazo_116.csv,116,990.9,Crustle Wall,60,22,0,1,Dwebble,
mazo_117.csv,117,989.4,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_118.csv,118,988.9,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_119.csv,119,988.1,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_120.csv,120,987.8,Alakazam,60,22,2,1,Abra,
mazo_121.csv,121,987.6,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_122.csv,122,984.8,Mega Starmie,60,21,9,1,Snorunt,
mazo_123.csv,123,984.4,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_124.csv,124,983.4,Alakazam,60,21,3,0,Dunsparce,
mazo_125.csv,125,983.0,Dragapult,60,24,9,1,Dreepy,
mazo_126.csv,126,982.5,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_127.csv,127,981.4,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_128.csv,128,980.7,Alakazam,60,22,2,1,Abra,
mazo_129.csv,129,979.8,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_130.csv,130,979.3,Cynthia Garchomp,60,20,5,1,Cynthia's Roselia,
mazo_131.csv,131,978.5,Marnie Grimmsnarl,60,18,10,1,Munkidori,
mazo_132.csv,132,978.1,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_133.csv,133,977.6,Marnie Grimmsnarl,60,16,12,1,Munkidori,
mazo_134.csv,134,976.7,Mega Lopunny,60,18,0,1,Dudunsparce,
mazo_135.csv,135,976.5,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_136.csv,136,974.4,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_137.csv,137,973.9,Cynthia Garchomp,60,20,5,1,Cynthia's Roselia,
mazo_138.csv,138,973.5,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_139.csv,139,972.9,Alakazam,60,22,2,1,Abra,
mazo_140.csv,140,972.8,Festival Lead,60,19,7,1,Grookey,
mazo_141.csv,141,972.5,Festival Lead,60,18,6,1,Grookey,
mazo_142.csv,142,972.1,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_143.csv,143,971.8,Alakazam,60,22,2,1,Abra,
mazo_144.csv,144,971.1,Alakazam,60,22,2,1,Abra,
mazo_145.csv,145,970.2,Marnie Grimmsnarl,60,18,10,1,Munkidori,
mazo_146.csv,146,969.5,Marnie Grimmsnarl,60,18,10,1,Munkidori,
mazo_147.csv,147,968.8,Team Rocket Mewtwo,60,21,8,1,Team Rocket's Tarountula,
mazo_148.csv,148,968.8,Alakazam,60,22,2,1,Abra,
mazo_149.csv,149,968.3,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_150.csv,150,968.0,Alakazam,60,22,2,1,Abra,
mazo_151.csv,151,967.1,Alakazam,60,22,2,1,Abra,
mazo_152.csv,152,967.1,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_153.csv,153,966.8,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_154.csv,154,966.3,Mega Lucario,60,17,14,1,Riolu,
mazo_155.csv,155,966.2,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_156.csv,156,965.1,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_157.csv,157,964.7,Alakazam,60,22,2,1,Abra,
mazo_158.csv,158,964.7,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_159.csv,159,963.8,Ogerpon Verde,60,18,17,1,Teal Mask Ogerpon ex,
mazo_160.csv,160,963.5,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_161.csv,161,962.2,Team Rocket Mewtwo,60,19,7,1,Team Rocket's Tarountula,
mazo_162.csv,162,961.9,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_163.csv,163,961.7,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_164.csv,164,961.4,Marnie Grimmsnarl,60,18,10,1,Munkidori,
mazo_165.csv,165,961.2,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_166.csv,166,961.1,Alakazam,60,20,3,1,Dunsparce,
mazo_167.csv,167,960.6,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_168.csv,168,960.0,Alakazam,60,22,2,1,Abra,
mazo_169.csv,169,960.0,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_170.csv,170,959.8,Alakazam,60,20,3,1,Dudunsparce,
mazo_171.csv,171,959.8,Marnie Grimmsnarl,60,18,10,1,Munkidori,
mazo_172.csv,172,957.9,Alakazam,60,22,2,1,Abra,
mazo_173.csv,173,957.8,Alakazam,60,22,2,1,Abra,
mazo_174.csv,174,957.6,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_175.csv,175,957.4,Marnie Grimmsnarl,60,18,10,1,Munkidori,
mazo_176.csv,176,956.5,Alakazam,60,22,2,1,Abra,
mazo_177.csv,177,955.7,Crustle Wall,60,19,1,1,Dwebble,
mazo_178.csv,178,955.7,Crustle Wall,60,19,1,1,Dwebble,
mazo_179.csv,179,955.4,Alakazam,60,22,2,1,Abra,
mazo_180.csv,180,955.2,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_181.csv,181,954.8,Festival Lead,60,21,7,1,Grookey,
mazo_182.csv,182,954.4,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_183.csv,183,954.1,Alakazam,60,22,2,1,Abra,
mazo_184.csv,184,954.0,Crustle Wall,60,19,1,1,Dwebble,
mazo_185.csv,185,953.9,Alakazam,60,22,2,1,Abra,
mazo_186.csv,186,953.2,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_187.csv,187,953.1,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_188.csv,188,952.8,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_189.csv,189,952.7,Otro / Cornerstone Mask Ogerpon ex,60,21,10,1,Cornerstone Mask Ogerpon ex,
mazo_190.csv,190,952.1,Ogerpon Verde,60,18,18,1,Teal Mask Ogerpon ex,
mazo_191.csv,191,951.8,Alakazam,60,20,3,1,Dunsparce,
mazo_192.csv,192,951.7,Mega Starmie,60,17,9,1,Staryu,
mazo_193.csv,193,951.4,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_194.csv,194,951.1,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_195.csv,195,950.7,Alakazam,60,22,2,1,Abra,
mazo_196.csv,196,950.3,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_197.csv,197,950.1,Mega Lucario,60,19,10,1,Solrock,
mazo_198.csv,198,949.8,Alakazam,60,22,2,1,Abra,
mazo_199.csv,199,949.7,Alakazam,60,22,2,1,Abra,
mazo_200.csv,200,949.6,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_201.csv,201,948.1,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_202.csv,202,948.0,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_203.csv,203,945.9,Alakazam,60,21,2,1,Dudunsparce,
mazo_204.csv,204,945.9,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_205.csv,205,945.8,Alakazam,60,22,2,1,Abra,
mazo_206.csv,206,945.4,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_207.csv,207,945.0,Alakazam,60,22,2,1,Abra,
mazo_208.csv,208,944.9,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_209.csv,209,944.6,Cynthia Garchomp,60,20,5,1,Cynthia's Roselia,
mazo_210.csv,210,944.4,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_211.csv,211,943.5,Alakazam,60,22,2,1,Abra,
mazo_212.csv,212,942.8,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_213.csv,213,942.8,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_214.csv,214,942.4,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_215.csv,215,942.3,Alakazam,60,25,2,1,Abra,
mazo_216.csv,216,941.0,Cynthia Garchomp,60,20,5,1,Cynthia's Roselia,
mazo_217.csv,217,940.1,Alakazam,60,22,2,1,Abra,
mazo_218.csv,218,939.9,Alakazam,60,22,2,1,Abra,
mazo_219.csv,219,939.7,Crustle Wall,60,19,1,1,Dwebble,
mazo_220.csv,220,938.5,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_221.csv,221,938.3,Crustle Wall,60,21,1,1,Dwebble,
mazo_222.csv,222,938.2,Mega Lopunny,60,17,0,1,Dudunsparce,
mazo_223.csv,223,938.2,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_224.csv,224,937.8,Marnie Grimmsnarl,60,18,10,1,Munkidori,
mazo_225.csv,225,937.7,Marnie Grimmsnarl,60,18,10,1,Munkidori,
mazo_226.csv,226,937.6,Alakazam,60,22,2,1,Abra,
mazo_227.csv,227,937.0,Alakazam,60,22,2,1,Abra,
mazo_228.csv,228,936.9,Crustle Wall,60,19,1,1,Dwebble,
mazo_229.csv,229,936.7,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_230.csv,230,935.5,Alakazam,60,22,2,1,Abra,
mazo_231.csv,231,935.5,Mega Lucario,60,19,14,1,Riolu,
mazo_232.csv,232,935.3,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_233.csv,233,934.7,Alakazam,60,20,2,1,Abra,
mazo_234.csv,234,934.3,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_235.csv,235,933.4,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_236.csv,236,932.9,Crustle Wall,60,18,1,1,Dwebble,
mazo_237.csv,237,931.8,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_238.csv,238,931.5,Ogerpon Verde,60,18,18,1,Teal Mask Ogerpon ex,
mazo_239.csv,239,931.4,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_240.csv,240,931.3,Cynthia Garchomp,60,21,8,1,Cynthia's Roselia,
mazo_241.csv,241,930.7,Crustle Wall,60,19,1,1,Dwebble,
mazo_242.csv,242,930.6,Mega Lucario,60,20,14,1,Riolu,
mazo_243.csv,243,930.4,Marnie Grimmsnarl,60,18,10,1,Munkidori,
mazo_244.csv,244,930.4,Alakazam,60,22,2,1,Abra,
mazo_245.csv,245,930.3,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_246.csv,246,930.3,Crustle Wall,60,19,1,1,Dwebble,
mazo_247.csv,247,930.0,Crustle Wall,60,17,1,1,Dwebble,
mazo_248.csv,248,930.0,Crustle Wall,60,19,1,1,Dwebble,
mazo_249.csv,249,930.0,Alakazam,60,22,2,1,Abra,
mazo_250.csv,250,929.9,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_251.csv,251,929.6,Alakazam,60,22,2,1,Abra,
mazo_252.csv,252,929.3,Otro / N’s Zoroark ex,60,22,9,1,N’s Zorua,
mazo_253.csv,253,929.2,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_254.csv,254,927.7,Dragapult,60,23,9,1,Dreepy,
mazo_255.csv,255,927.6,Festival Lead,60,22,6,1,Grookey,
mazo_256.csv,256,927.0,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_257.csv,257,926.4,Crustle Wall,60,19,1,1,Dwebble,
mazo_258.csv,258,925.7,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_259.csv,259,925.7,Alakazam,60,22,2,1,Abra,
mazo_260.csv,260,925.2,Festival Lead,60,18,6,1,Grookey,
mazo_261.csv,261,925.1,Mega Lopunny / Mega Froslass,60,21,3,1,Dunsparce,
mazo_262.csv,262,925.0,Alakazam,60,22,2,1,Abra,
mazo_263.csv,263,923.9,Marnie Grimmsnarl,60,18,11,1,Munkidori,
mazo_264.csv,264,923.8,Dragapult,60,27,8,1,Dreepy,
mazo_265.csv,265,923.8,Ogerpon Verde,60,18,18,1,Teal Mask Ogerpon ex,
mazo_266.csv,266,923.5,Marnie Grimmsnarl,60,18,10,1,Munkidori,
mazo_267.csv,267,923.2,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_268.csv,268,923.2,Alakazam,60,22,2,1,Abra,
mazo_269.csv,269,922.6,Marnie Grimmsnarl,60,20,10,1,Munkidori,
mazo_270.csv,270,922.4,Dragapult,60,24,9,1,Dreepy,
mazo_271.csv,271,922.1,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_272.csv,272,921.5,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_273.csv,273,921.3,Alakazam,60,19,3,1,Dunsparce,
mazo_274.csv,274,920.1,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_275.csv,275,918.5,Mega Lopunny,60,24,9,1,N’s Zorua,
mazo_276.csv,276,918.4,Crustle Wall,60,18,1,1,Dwebble,
mazo_277.csv,277,918.0,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_278.csv,278,917.6,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_279.csv,279,916.6,Alakazam,60,22,2,1,Abra,
mazo_280.csv,280,915.7,Dragapult,60,23,10,1,Dreepy,
mazo_281.csv,281,915.7,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_282.csv,282,915.2,Marnie Grimmsnarl,60,18,10,1,Munkidori,
mazo_283.csv,283,915.1,Alakazam,60,22,2,1,Abra,
mazo_284.csv,284,914.5,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_285.csv,285,914.3,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_286.csv,286,914.2,Marnie Grimmsnarl,60,18,10,1,Munkidori,
mazo_287.csv,287,913.8,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_288.csv,288,913.7,Alakazam,60,22,2,1,Abra,
mazo_289.csv,289,913.2,Ogerpon Verde,60,17,18,1,Teal Mask Ogerpon ex,
mazo_290.csv,290,913.1,Mega Kangaskhan,60,25,16,1,Teal Mask Ogerpon ex,
mazo_291.csv,291,912.9,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_292.csv,292,912.8,Alakazam,60,22,2,1,Abra,
mazo_293.csv,293,911.8,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_294.csv,294,911.4,Marnie Grimmsnarl,60,19,10,1,Munkidori,
mazo_295.csv,295,911.3,Alakazam,60,23,2,1,Abra,
mazo_296.csv,296,911.0,Mega Starmie,60,22,11,1,Snorunt,
mazo_297.csv,297,910.6,Alakazam,60,22,2,1,Abra,
mazo_298.csv,298,909.6,Chandelure,60,24,4,1,Comfey,
mazo_299.csv,299,909.4,Archaludon,60,15,13,1,Duraludon,
mazo_300.csv,300,909.0,Cynthia Garchomp,60,20,5,1,Cynthia's Roselia,
